,1,6,0,2,3,5,7,8,9,10,11,13,12,4,14
11943, Local-gov, Prof-specialty,50,311551, Masters, Married-civ-spouse, Husband, White, Male,7688,0, United-States,50,14,1
11944, Self-emp-not-inc, Craft-repair,42,201520, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,9,0
11945, Private, Other-service,25,124111, HS-grad, Never-married, Not-in-family, White, Female,0,0, United-States,38,9,0
11946, Private, Machine-op-inspct,60,166386, 11th, Married-civ-spouse, Wife, Asian-Pac-Islander, Female,0,0, Hong,30,7,0
11947, State-gov, Adm-clerical,43,117471, HS-grad, Never-married, Not-in-family, White, Female,0,0, United-States,40,9,0
11948, Private, Sales,25,361307, Bachelors, Never-married, Own-child, White, Female,0,0, United-States,40,13,0
11949, Private, Craft-repair,31,142038, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, United-States,45,9,0
11950, Private, Craft-repair,35,276552, HS-grad, Divorced, Not-in-family, White, Male,0,0, United-States,40,9,0
11951, Private, Machine-op-inspct,48,50402, Some-college, Divorced, Unmarried, White, Male,0,0, United-States,40,10,0
11952, Self-emp-not-inc, Adm-clerical,43,174090, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, United-States,20,9,1
11953, Private, Exec-managerial,27,277760, HS-grad, Divorced, Unmarried, White, Female,0,0, United-States,40,9,0
11954, Private, Craft-repair,24,24243, HS-grad, Never-married, Not-in-family, White, Male,0,1590, United-States,40,9,0
11955, Self-emp-inc, Exec-managerial,44,151089, HS-grad, Married-civ-spouse, Husband, White, Male,0,1887, United-States,70,9,1
11956, Self-emp-not-inc, Transport-moving,52,165278, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,22,9,0
11957, Private, Adm-clerical,49,182752, Some-college, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,10,1
11958, Private, Adm-clerical,31,173002, HS-grad, Never-married, Own-child, White, Female,0,0, United-States,40,9,0
11959, Private, Farming-fishing,59,261232, 11th, Divorced, Not-in-family, White, Male,0,0, United-States,40,7,0
11960, Private, Other-service,27,164607, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,13,0
11961, Self-emp-not-inc, Prof-specialty,38,129573, Masters, Never-married, Not-in-family, White, Male,0,0, United-States,40,14,1
11962, Federal-gov, Prof-specialty,51,36186, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,13,1
11963, Private, Craft-repair,24,325744, HS-grad, Never-married, Not-in-family, White, Male,0,0, United-States,40,9,0
11964, Self-emp-inc, Exec-managerial,58,329793, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,13,1
11965, Private, Adm-clerical,46,133616, Some-college, Divorced, Unmarried, White, Female,0,0, United-States,40,10,0
11966, Private, Machine-op-inspct,55,83401, 5th-6th, Widowed, Unmarried, White, Female,0,0, United-States,40,3,0
11967, Private, Adm-clerical,76,239880, HS-grad, Divorced, Not-in-family, White, Female,0,0, United-States,8,9,0
11968, Private, Adm-clerical,25,201737, Some-college, Divorced, Unmarried, White, Female,0,0, United-States,40,10,0
11969, Private, Machine-op-inspct,51,192182, Some-college, Married-civ-spouse, Husband, White, Male,7298,0, United-States,40,10,1
11970, Private, Craft-repair,33,143540, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
11971, Private, Transport-moving,46,28334, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
11972, Private, Adm-clerical,51,245873, Some-college, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,10,0
11973, Local-gov, Prof-specialty,42,199095, Assoc-voc, Widowed, Unmarried, Black, Female,0,0, United-States,40,11,0
11974, Private, Other-service,53,104461, Bachelors, Never-married, Not-in-family, White, Male,8614,0, Italy,50,13,1
11975, Local-gov, Prof-specialty,33,183923, Masters, Married-civ-spouse, Wife, White, Female,7688,0, United-States,35,14,1
11976, Private, Prof-specialty,30,129707, Bachelors, Married-civ-spouse, Husband, White, Male,99999,0, United-States,35,13,1
11977, Local-gov, Craft-repair,41,575442, Some-college, Divorced, Not-in-family, White, Male,0,0, United-States,40,10,0
11978, State-gov, Other-service,42,184682, Assoc-acdm, Divorced, Not-in-family, White, Female,0,0, United-States,40,12,0
11979, Private, Transport-moving,34,69251, HS-grad, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0,0, United-States,40,9,1
11980, Private, Other-service,31,225507, Assoc-voc, Never-married, Unmarried, White, Female,0,0, United-States,40,11,0
11981, Private, Prof-specialty,46,167515, Some-college, Married-civ-spouse, Husband, White, Male,0,1977, United-States,50,10,1
11982, Private, Other-service,35,407068, 1st-4th, Married-spouse-absent, Not-in-family, White, Male,0,0, Guatemala,40,2,0
11983, Private, Other-service,40,170019, HS-grad, Never-married, Not-in-family, White, Male,0,0, ?,40,9,0
11984, Local-gov, Protective-serv,46,125892, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,1
11985, Local-gov, Prof-specialty,43,35824, Masters, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,14,1
11986, Private, Other-service,35,67083, HS-grad, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0,0, China,40,9,0
11987, Private, Adm-clerical,23,107801, Bachelors, Never-married, Own-child, White, Female,0,0, United-States,20,13,0
11988, Self-emp-not-inc, Other-service,50,95577, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, ?,12,9,0
11989, Private, Machine-op-inspct,43,118536, HS-grad, Divorced, Other-relative, Black, Male,0,0, United-States,40,9,0
11990, Private, Transport-moving,61,198078, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,1
11991, Private, Prof-specialty,29,78261, Prof-school, Never-married, Own-child, White, Male,0,0, United-States,50,15,0
11992, Private, Sales,21,234108, HS-grad, Never-married, Not-in-family, White, Male,0,0, United-States,40,9,0
11993, Local-gov, Prof-specialty,36,241998, Bachelors, Married-civ-spouse, Husband, White, Male,0,1672, United-States,50,13,0
11994, Private, Other-service,40,92717, HS-grad, Never-married, Unmarried, Black, Female,0,0, United-States,40,9,0
11995, Private, Prof-specialty,23,257683, Bachelors, Never-married, Own-child, White, Male,0,0, United-States,40,13,0
11996, Private, Exec-managerial,90,40388, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,55,13,0
11997, Private, Exec-managerial,24,55424, Bachelors, Never-married, Own-child, White, Male,0,0, United-States,40,13,0
11998, Private, Prof-specialty,20,169600, Some-college, Never-married, Own-child, White, Female,2176,0, United-States,12,10,0
11999, Local-gov, Exec-managerial,40,319271, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,14,1
12000, Self-emp-not-inc, Craft-repair,37,75050, Assoc-voc, Married-civ-spouse, Husband, White, Male,0,0, United-States,55,11,0
12001, Private, Craft-repair,31,182896, HS-grad, Never-married, Not-in-family, White, Female,0,0, United-States,40,9,0
12002, Private, Transport-moving,22,188274, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,40,9,0
12003, Private, Exec-managerial,25,211497, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,0
12004, Private, Craft-repair,46,113806, 12th, Married-civ-spouse, Husband, White, Male,7298,0, ?,40,8,1
12005, Local-gov, Prof-specialty,47,172246, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,14,1
12006, Local-gov, Craft-repair,48,219962, Assoc-voc, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,11,0
12007, ?, ?,36,186815, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,14,0
12008, ?, ?,26,132749, Bachelors, Never-married, Not-in-family, White, Female,0,0, United-States,80,13,0
12009, Private, Machine-op-inspct,28,209801, 9th, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,5,0
12010, State-gov, Farming-fishing,20,178517, Some-college, Never-married, Not-in-family, White, Male,0,0, United-States,40,10,0
12011, Private, Handlers-cleaners,51,169364, Some-college, Divorced, Not-in-family, White, Female,0,0, Ireland,40,10,0
12012, Federal-gov, Adm-clerical,32,164707, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,9,1
12013, Private, Other-service,55,144084, 10th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,6,0
12014, Local-gov, Protective-serv,41,133692, Bachelors, Divorced, Unmarried, White, Female,0,0, United-States,40,13,0
12015, Private, Prof-specialty,46,184169, Masters, Married-civ-spouse, Wife, White, Female,7688,0, United-States,35,14,1
12016, Self-emp-inc, Other-service,45,145290, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,1
12017, Local-gov, Craft-repair,65,24824, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
12018, Private, Prof-specialty,45,178319, Doctorate, Married-civ-spouse, Husband, White, Male,7688,0, United-States,50,16,1
12019, Private, Adm-clerical,22,235829, Some-college, Never-married, Own-child, White, Female,0,0, United-States,40,10,0
12020, ?, ?,22,196280, Some-college, Never-married, Own-child, White, Female,0,0, United-States,20,10,0
12021, Self-emp-not-inc, Prof-specialty,42,54202, Prof-school, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,15,1
12022, Private, Exec-managerial,37,220237, Bachelors, Married-civ-spouse, Husband, White, Male,5178,0, United-States,40,13,1
12023, Private, Exec-managerial,24,59146, Bachelors, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,13,0
12024, Private, Other-service,67,64148, Some-college, Divorced, Unmarried, Black, Female,0,0, United-States,41,10,0
12025, Private, Tech-support,28,196621, HS-grad, Married-spouse-absent, Not-in-family, White, Female,0,0, United-States,37,9,0
12026, Private, Other-service,56,195668, 10th, Married-civ-spouse, Husband, White, Male,0,0, Cuba,35,6,1
12027, State-gov, Protective-serv,31,263000, Assoc-voc, Married-civ-spouse, Husband, White, Male,0,0, United-States,38,11,0
12028, Private, Exec-managerial,33,554986, Some-college, Separated, Unmarried, White, Female,0,0, United-States,40,10,0
12029, ?, ?,52,108211, 7th-8th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,4,0
12030, Private, Handlers-cleaners,45,217654, Some-college, Married-civ-spouse, Husband, White, Male,0,0, Germany,40,10,1
12031, Private, Prof-specialty,53,139671, Bachelors, Married-civ-spouse, Husband, White, Male,0,1902, United-States,40,13,1
12032, Private, Handlers-cleaners,47,102771, 7th-8th, Married-civ-spouse, Husband, White, Male,0,0, Portugal,40,4,0
12033, Private, Sales,40,213019, HS-grad, Divorced, Unmarried, White, Female,0,0, United-States,30,9,0
12034, Private, Sales,35,228493, Some-college, Never-married, Own-child, White, Male,0,0, United-States,48,10,0
12035, Self-emp-not-inc, Farming-fishing,65,22907, 7th-8th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,4,0
12036, Private, Other-service,42,24364, Some-college, Married-civ-spouse, Wife, Black, Female,0,0, United-States,30,10,0
12037, Federal-gov, Prof-specialty,23,41432, Bachelors, Never-married, Not-in-family, White, Female,0,0, United-States,15,13,0
12038, Private, Adm-clerical,39,235259, Some-college, Divorced, Not-in-family, White, Female,0,0, United-States,40,10,0
12039, Private, Craft-repair,39,343476, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,30,9,0
12040, Private, Transport-moving,37,326886, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
12041, Private, Adm-clerical,25,248313, Assoc-voc, Never-married, Not-in-family, White, Female,0,0, United-States,40,11,0
12042, Self-emp-not-inc, Other-service,31,30290, HS-grad, Never-married, Unmarried, White, Female,0,0, United-States,40,9,0
12043, Private, Exec-managerial,39,188540, HS-grad, Divorced, Not-in-family, White, Male,0,0, United-States,45,9,0
12044, Private, Sales,39,237943, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,30,13,1
12045, Private, Adm-clerical,25,198870, Bachelors, Never-married, Own-child, Black, Male,0,0, United-States,35,13,0
12046, Private, Transport-moving,30,233980, 11th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,7,0
12047, Private, Machine-op-inspct,37,171090, 9th, Married-civ-spouse, Wife, Black, Female,0,0, United-States,48,5,0
12048, Private, Craft-repair,22,353039, HS-grad, Never-married, Unmarried, White, Female,0,0, Mexico,36,9,0
12049, Federal-gov, Exec-managerial,46,213140, Masters, Married-civ-spouse, Husband, White, Male,0,1977, United-States,40,14,1
12050, Private, Sales,54,188136, Bachelors, Divorced, Not-in-family, White, Female,0,1408, United-States,38,13,0
12051, Private, Craft-repair,33,130057, Assoc-acdm, Never-married, Not-in-family, White, Male,0,0, United-States,45,12,0
12052, State-gov, Exec-managerial,70,345339, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,40,13,0
12053, Private, Adm-clerical,36,182074, Some-college, Divorced, Not-in-family, White, Male,0,0, United-States,45,10,0
12054, Local-gov, Prof-specialty,53,176557, Masters, Divorced, Unmarried, White, Female,0,0, United-States,50,14,0
12055, State-gov, Adm-clerical,55,71630, HS-grad, Divorced, Not-in-family, White, Female,0,1617, United-States,40,9,0
12056, Private, Protective-serv,17,159849, 11th, Never-married, Own-child, White, Female,0,0, United-States,30,7,0
12057, Private, Handlers-cleaners,36,183425, Some-college, Divorced, Not-in-family, White, Male,0,0, United-States,40,10,0
12058, Self-emp-not-inc, Prof-specialty,36,125933, Prof-school, Never-married, Not-in-family, White, Male,0,0, United-States,55,15,1
12059, Local-gov, Farming-fishing,40,180123, HS-grad, Married-spouse-absent, Own-child, Black, Male,0,0, United-States,40,9,0
12060, Private, Transport-moving,36,592930, HS-grad, Married-civ-spouse, Husband, Black, Male,0,0, United-States,50,9,1
12061, Private, Transport-moving,28,183802, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,55,9,0
12062, Private, Prof-specialty,39,77005, Masters, Married-civ-spouse, Husband, White, Male,99999,0, United-States,40,14,1
12063, Private, Machine-op-inspct,49,80914, 5th-6th, Never-married, Not-in-family, White, Male,0,0, United-States,45,3,0
12064, Self-emp-inc, Exec-managerial,63,165667, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
12065, Private, Handlers-cleaners,61,123991, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,20,10,0
12066, Self-emp-inc, Craft-repair,48,181307, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,9,1
12067, Private, Machine-op-inspct,55,124137, HS-grad, Married-spouse-absent, Not-in-family, White, Male,0,0, Poland,40,9,0
12068, ?, ?,18,137363, Some-college, Never-married, Own-child, White, Female,0,0, United-States,4,10,0
12069, Private, Sales,20,291979, HS-grad, Married-civ-spouse, Other-relative, White, Male,0,0, United-States,20,9,0
12070, Private, Other-service,49,91251, HS-grad, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0,0, China,40,9,0
12071, Federal-gov, Handlers-cleaners,27,148153, HS-grad, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0,0, United-States,40,9,0
12072, Private, Other-service,37,131463, 10th, Divorced, Unmarried, White, Female,0,0, United-States,33,6,0
12073, State-gov, Protective-serv,32,127651, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
12074, Self-emp-inc, Prof-specialty,33,239018, Doctorate, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,16,0
12075, Private, Other-service,47,276087, Assoc-voc, Married-civ-spouse, Husband, White, Male,0,0, United-States,26,11,0
12076, Private, Machine-op-inspct,34,386877, HS-grad, Married-civ-spouse, Husband, Black, Male,0,0, United-States,40,9,0
